"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
depresion,quinto_bloque,,calc,"Cálculo Depresión","(sum([iii1c], [iii1e], [iii1j], [iii1m], [iii1p], [iii1q], [iii1u]))*2",,,,,,,,LH,,,," @HIDDEN-SURVEY"
gpd,quinto_bloque,,calc,GPD,"sum([estres], [ansiedad], [depresion])",,,,,,,,LH,,,," @HIDDEN-SURVEY"
no_btnext1,quinto_bloque,,descriptive,"<center><div style=""width:20%; color:#ffff; background-color:#82212A; padding:1px; position:relative; left: -35px; border-radius: 12px""><font size=1px>¡Dale click al botón Next Page, para continuar!</div></center>",,,,,,,"[iii1u]='0' or [iii1u]='1' or [iii1u]='2' or [iii1u]='3'",,,,,,
iii2,quinto_bloque,"III. ASPECTOS EMOCIONALES ",radio,"2. A veces las personas experimentan eventos de forma inesperada, especialmente situaciones aterradoras, desagradables o traumáticas. 
<div style=""font-weight:normal; text-align:justify; position: relative; left:8px; padding:5px; margin-right:65px""><u><b>Por ejemplo:</b></u> Un accidente grave o un incendio, un asalto, un abuso físico o abuso sexual, un terremoto o una inundación, ver a alguien que es asesinado o herido de gravedad, tener a un ser querido que muere por homicidio o suicidio u otras experiencia(s) de vida o muerte, como las de la pandemia actual. </div>
¿Alguna vez en su vida ha experimentado este tipo de eventos?
<div style=""position: relative; background-color:#ffff; top:45px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii2a,quinto_bloque,,radio,"a.	¿Se relacionó esta(s) experiencias con su labor en la actual pandemia?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,[iii2]='1',y,,,iii2asolo,,
no_etiii2,quinto_bloque,,descriptive,"<b>En los últimos 30 días:</b>",,,,,,,[iii2]='1',,,,,,
iii2b,quinto_bloque,,radio,"b.  ¿Tuvo pesadillas sobre el (los) evento(s) o pensó en el (los) evento(s) cuando no quería?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii2] = '1'",y,,,tept2,,
iii2c,quinto_bloque,,radio,"c. ¿Ha intentado no pensar en el (los) evento (s) o ha hecho todo lo posible para evitar situaciones que le recuerdan el (los) evento (s)?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii2] = '1'",y,,,tept2,,
iii2d,quinto_bloque,,radio,"d.  ¿Está constantemente en guardia, vigilante o fácilmente en sobresalto?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii2] = '1'",y,,,tept2,,
iii2e,quinto_bloque,,radio,"e.  ¿Se siente como adormecido, desconectado, separado de las personas, de sus actividades o de tu entorno?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii2] = '1'",y,,,tept2,,
iii2f,quinto_bloque,,radio,"f.  ¿Se siente culpable o no puede dejar de culparse a sí mismo o de culpar a otros por el evento sufrido o por los problemas que el evento puede haber causado?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii2] = '1'",y,,,tept2,,
no_etiii3,quinto_bloque,,descriptive,"3. <b>Durante los últimos 30 días:</b>",,,,,,,,,,,,,
iii3a,quinto_bloque,,radio,"a. ¿Ha pensado que sería mejor estar muerto(a), o deseado estar muerto(a)?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
iii3b,quinto_bloque,,radio,"b. ¿Ha querido hacerse daño?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
iii3c,quinto_bloque,,radio,"c. ¿Ha pensado en suicidarse?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
iii3d,quinto_bloque,,radio,"d. ¿Ha planeado la manera de cómo podría suicidarse?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
iii3e,quinto_bloque,,radio,"e. ¿Ha realizado un intento de suicidio?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
iii3f,quinto_bloque,,radio,"f. <u><b>Durante su vida,</b></u><br> ¿Ha realizado un intento de suicidio?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,,,iii3,,
no_btnext2,quinto_bloque,,descriptive,"<center><div style=""width:20%; color:#ffff; background-color:#82212A; padding:1px; position:relative; left: -35px; border-radius: 12px""><font size=1px>¡Dale click al botón Next Page, para continuar!</div></center>",,,,,,,"[iii3f]='1' or [iii3f]='0'",,,,,,
iii4,quinto_bloque,"III. ASPECTOS EMOCIONALES ",radio,"4. En las últimas 4 semanas, ¿ha tomado algún tipo de bebida alcohólica?
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii4a,quinto_bloque,,radio,"<div style=""font-weight:normal"">4a. ¿Durante el periodo de la pandemia considera usted que ha aumentado la frecuencia con la que ha bebido alcohol?</div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii4] = '1'",y,LH,,,,
iii4b,quinto_bloque,,radio,"<div style=""font-weight:normal"">4b. ¿Durante el periodo de la cuarentena, algún familiar, amigo, médico o profesional sanitario ha mostrado preocupación por su consumo de bebidas alcohólicas o le han sugerido que deje de beber?</div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii4] = '1'",y,LH,,,,
iii5,quinto_bloque,,radio,"5. En las últimas 4 semanas, ¿ha fumado usted cigarrillos? 
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii5a,quinto_bloque,,text,"<div style=""font-weight:normal"">5a. ¿Cuántos cigarrillos fuma a la semana actualmente?</div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>",,,number,,,,"[iii5] = '1'",y,LH,,,,
iii5b,quinto_bloque,,radio,"<div style=""font-weight:normal"">5b. ¿Durante el periodo de la pandemia considera usted que ha aumentado la frecuencia con la que fuma?</div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii5] = '1'",y,LH,,,,
iii6,quinto_bloque,,radio,"6. ¿Durante la cuarentena ha tenido problemas para conciliar el sueño o ha disminuido sus horas de sueño, que antes no tenía? 
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii6a,quinto_bloque,,radio,"<div style=""font-weight:normal"">6a. ¿Ha tomado sedantes, tranquilizantes o hipnóticos para dormir?</div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii6] = '1'",y,LH,,,,
iii6b,quinto_bloque,,radio,"<div style=""font-weight:normal"">6b. ¿Se automedicó? </div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii6a] = '1'",y,LH,,,,
iii7,quinto_bloque,,radio,"7. ¿Durante esta pandemia ha tomado sedantes o tranquilizantes para calmar sus nervios?
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii7a,quinto_bloque,,radio,"<div style=""font-weight:normal"">7a. ¿Fué automedicado? </div>
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii7] = '1'",y,LH,,,,
iii8,quinto_bloque,,radio,"8. ¿En algún período de su vida o en el momento actual ha tenido algún problema con sus nervios o de tipo emocional o psicológico? 
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii9,quinto_bloque,,radio,"9. ¿En el momento actual considera tener algún problema de los nervios o de tipo emocional? 
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,,y,LH,,,,
iii9a,quinto_bloque,,radio,"9a. ¿Considera que este problema emocional o de los nervios está relacionado directamente con su labor frente al COVID-19?
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9] = '1'",y,LH,,,,
no_etiii9b,quinto_bloque,,descriptive,"9b. ¿Cuánta dificultad le han producido estos problemas emocionales para ...?",,,,,,,"[iii9] = '1'",y,,,,,
iii9b1,quinto_bloque,,radio,"Realizar su trabajo<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No ha sido difícil | 1, Algo difícil | 2, Muy difícil | 3, Extremadamente difícil",,,,,,"[iii9] = '1'",y,,,iii9b,,
iii9b2,quinto_bloque,,radio,"Encargarse de las cosas en la casa<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No ha sido difícil | 1, Algo difícil | 2, Muy difícil | 3, Extremadamente difícil",,,,,,"[iii9] = '1'",y,,,iii9b,,
iii9b3,quinto_bloque,,radio,"Llevarse bien con otras personas<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No ha sido difícil | 1, Algo difícil | 2, Muy difícil | 3, Extremadamente difícil",,,,,,"[iii9] = '1'",y,,,iii9b,,
iii9c,quinto_bloque,,radio,"9c. ¿En qué grado cree necesitar ayuda profesional para superar ese problema emocional?
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Nada | 2, Poco | 3, Regular | 4, Bastante | 5, Mucho | 6, No sabe",,,,,,"[iii9] = '1'",y,LH,,,,
no_etiii9d,quinto_bloque,,descriptive,"9d. ¿De qué manera preferiría recibir ayuda psicológica o soporte profesional?",,,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",,,,,,
iii9d1,quinto_bloque,,radio,"Con guías/folletos de autoayuda psicológica <div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",y,,,iii9dnueva,,
iii9d2,quinto_bloque,,radio,"Con orientaciones simples para manejar el estrés <div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",y,,,iii9dnueva,,
iii9d3,quinto_bloque,,radio,"Con atención psicológica individual a distancia (teléfono, online) <div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",y,,,iii9dnueva,,
iii9d4,quinto_bloque,,radio,"Con atención psicológica individual presencial <div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",y,,,iii9dnueva,,
iii9d5,quinto_bloque,,radio,"Atención grupal con su equipo de trabajo <div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9c] = '2' or [iii9c] = '3' or [iii9c] = '4' or [iii9c] = '5' or [iii9c] = '6'",y,,,iii9dnueva,,
iii9e,quinto_bloque,,radio,"9e. ¿Ha recibido algún tipo de atención por este problema?
<div style=""position: relative; background-color:#ffff; top:40px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9] = '1'",y,LH,,,,
no_et7,quinto_bloque,,descriptive,"¿Qué tipo de ayuda recibió?",,,,,,,"[iii9e] = '1'",,,,,,
iii9e1,quinto_bloque,,radio,"Le recetaron medicinas<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9e] = '1'",y,,,iii9e,,
iii9e2,quinto_bloque,,radio,"Recibió psicoterapia (sesiones continuas de ayuda psicológica)<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9e] = '1'",y,,,iii9e,,
iii9e3,quinto_bloque,,radio,"Recibió consejería psicológica<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9e] = '1'",y,,,iii9e,,
iii9e4,quinto_bloque,,radio,"Recibió atención psiquiátrica<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Sí | 0, No",,,,,,"[iii9e] = '1'",y,,,iii9e,,
no_btnext3,quinto_bloque,,descriptive,"<center><div style=""width:20%; color:#ffff; background-color:#82212A; padding:1px; position:relative; left: -35px; border-radius: 12px""><font size=1px>¡Dale click al botón Next Page, para continuar!</div></center>",,,,,,,"[iii9]='1' or [iii9]='0'",,,,,,
no_etiii10,quinto_bloque,"III. ASPECTOS EMOCIONALES ",descriptive,"10. Señale qué tan ciertas son en su caso las siguientes afirmaciones:",,,,,,,,,,,,,
iii10a,quinto_bloque,,radio,"a. Soy generoso(a) (desprendido(a)) con mis amigos<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10b,quinto_bloque,,radio,"b. Rápidamente me sobrepongo y me recupero de los sustos<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10c,quinto_bloque,,radio,"c. Disfruto enfrentando situaciones nuevas y poco usuales<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10d,quinto_bloque,,radio,"d. Generalmente consigo dar una impresión favorable a los demás<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10e,quinto_bloque,,radio,"e. Disfruto probando nuevas comidas que no había saboreado antes<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10f,quinto_bloque,,radio,"f. Soy considerado(a), como una persona con mucha energía<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10g,quinto_bloque,,radio,"g. Me gusta tomar diferentes caminos para llegar a lugares conocidos<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10h,quinto_bloque,,radio,"h. Soy más curioso(a), (o me gusta saber más) que la mayoría de la gente<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10i,quinto_bloque,,radio,"i. La mayoría de la gente con la que me encuentro es agradable<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10j,quinto_bloque,,radio,"j. Usualmente pienso cuidadosamente antes de actuar<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10k,quinto_bloque,,radio,"k. Me gusta hacer cosas nuevas y diferentes<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10l,quinto_bloque,,radio,"l. Mi vida diaria está llena de cosas que mantienen mi interés<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10m,quinto_bloque,,radio,"m. Me describiría como una personalidad algo ""fuerte"" (o de carácter)<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
iii10n,quinto_bloque,,radio,"n. En un tiempo razonable, supero rápido mi cólera por alguien.<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","1, Nada cierto | 2, Poco cierto | 3, Regularmente cierto | 4, Muy cierto",,,,,,,y,,,iii10,,
no_var5,quinto_bloque,,descriptive,"<center><div style=""width:20%; color:#ffff; background-color:#82212A; padding:1px; position:relative; left: -35px; border-radius: 12px""><font size=1px>¡Dale click al botón Submit, para continuar!</div></center>",,,,,,,"[iii10n]='1' or [iii10n]='2' or [iii10n]='3' or [iii10n]='4'",,,,,,
no_etiv1,sexto_bloque,"IV.	EXPERIENCIAS RELACIONADAS A LA LABOR FRENTE A PACIENTES COVID-19 ",descriptive,"1. Estas preguntas se refieren a sus sentimientos durante la pandemia del COVID-19, por favor responda según los siguientes criterios: ",,,,,,,,,,,,,
iv1a,sexto_bloque,,radio,"a. ¿La motivación de trabajar en la primera línea de atención del COVID-19 proviene de su sentido de responsabilidad social y moral?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No en absoluto | 1, Un poco | 2, Moderadamente | 3, Mucho",,,,,,,y,,,iv1,,
iv1b,sexto_bloque,,radio,"b. ¿Se ha sentido nervioso(a) o temeroso(a) en su turno?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No en absoluto | 1, Un poco | 2, Moderadamente | 3, Mucho",,,,,,,y,,,iv1,,
iv1c,sexto_bloque,,radio,"c. ¿Ha estado descontento(a) por trabajar horas extras durante la pandemia?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No en absoluto | 1, Un poco | 2, Moderadamente | 3, Mucho",,,,,,,y,,,iv1,,
iv1d,sexto_bloque,,radio,"d. ¿Espera recibir reconocimiento o una compensación económica adicional durante o después la pandemia?<div style=""position: relative; background-color:#ffff; top:20px; left: 683px; width:30px; height:20px""></div>","0, No en absoluto | 1, Un poco | 2, Moderadamente | 3, Mucho",,,,,,,y,,,iv1,,
